experiment,algorithm,task_load,outcome,unit_of_analysis,terminal_jobs,completed_jobs,failed_jobs,timeout_jobs,completion_rate,n,mean,median,std,p95,minimum,maximum
experiment1,DGA,10,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,918.631713,913.4612999999999,54.16502114576102,1009.64059,798.5968,1039.073
experiment1,CBAA,25,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,0.8179219999999999,0.8206,0.20107908066934332,1.0888699999999998,0.4308,1.4466
experiment1,CBAA,25,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,2.874179,2.88695,0.7061240379914091,3.8726899999999995,1.5567,5.1158
experiment1,ACBBA,25,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,1.769327,1.80295,0.49149078206981256,2.500755,0.9525,2.9042
experiment1,ACBBA,25,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,6.273579,6.5803,1.6408018800435797,8.56719,3.6061,10.6357
experiment1,PI,25,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,4.171766,4.2301,0.8408050286517443,5.27673,2.1827,6.1905
experiment1,PI,25,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,14.345903,14.10845,2.881326144188267,18.87999,8.4491,21.3313
experiment1,HIPC,25,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,1.218341,1.1874500000000001,0.3006018787601658,1.719455,0.7052,2.4791
experiment1,HIPC,25,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,4.232823,4.1838999999999995,1.1116753471884067,5.858465,2.5768,9.1167
experiment1,DMCHBA,25,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,16.87863,16.9077,1.0200075649848204,18.581755,14.2185,19.7359
experiment1,DMCHBA,25,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,61.851997000000004,62.411500000000004,4.017668714149734,67.61916000000001,51.5651,70.0281
experiment1,DGA,25,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,848.895895,847.2315,53.862678276065935,946.6773049999999,730.6062,981.6035
experiment1,DGA,25,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,3136.826213,3094.0822,185.543138665193,3514.77831,2679.8863,3658.0915
experiment1,CBAA,50,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,1.672977,1.799,0.29689705587777204,1.9144349999999999,0.9231,2.2118
experiment1,CBAA,50,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,6.0945540000000005,6.71155,1.1278361321100372,7.138265,3.4843,7.984
experiment1,ACBBA,50,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,4.6039319999999995,4.8445,0.6451882204238832,5.1630400000000005,2.7045,5.4691
experiment1,ACBBA,50,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,16.806746,17.48155,2.686796234954496,20.072029999999998,10.5717,20.3649
experiment1,PI,50,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,10.254416,10.4089,0.6366235171352822,10.935365,7.4181,11.1474
experiment1,PI,50,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,36.422653,37.04405,3.658033430806777,41.350669999999994,27.8627,42.3675
experiment1,HIPC,50,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,3.2048509999999997,3.3406000000000002,0.45695134269958054,3.577095,1.9086,5.1147
experiment1,HIPC,50,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,11.632362,12.50625,1.7847604315810495,13.230604999999999,7.3558,15.7163
experiment1,DMCHBA,50,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,96.281199,95.7969,9.528502445454338,111.111385,61.3809,120.7289
experiment1,DMCHBA,50,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,350.212505,357.20375,32.96834547353719,389.548645,223.7524,406.2804
experiment1,DGA,50,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,2785.9859490000003,2820.51695,161.2829102118715,2970.320445,2320.6007,3073.281
experiment1,DGA,50,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,10253.46933,10430.01805,583.7919890640763,10847.322665,8567.3756,11021.4343
experiment2,CBAA,5,cumulative_team_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,15.466412,14.08005,6.920028569383045,28.45863499999999,1.4991,34.7291
experiment2,CBAA,5,maximum_cumulative_robot_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,7.236874,6.946199999999999,3.097772716383729,12.033700000000001,0.3954,14.6483
experiment2,CBAA,5,allocator_calls_total,scenario_trial,50,50,0,0,1.0,50,85.36,85.0,33.74378854405833,138.1,14.0,195.0
experiment2,CBAA,5,maximum_robot_allocator_calls,scenario_trial,50,50,0,0,1.0,50,37.68,37.5,14.675315940693872,56.55,4.0,67.0
experiment2,CBAA,5,median_of_robot_call_medians_ms,scenario_trial,50,50,0,0,1.0,50,0.17820049999999998,0.17145,0.04940580826229868,0.26141749999999997,0.10675000000000001,0.33715
experiment2,CBAA,5,maximum_robot_call_p95_ms,scenario_trial,50,50,0,0,1.0,50,0.313988,0.30345,0.08186553594468311,0.44191499999999995,0.1853,0.6172
experiment2,ACBBA,5,cumulative_team_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,31.126998,28.67055,15.0347911435578,55.07887499999999,5.0765,81.21
experiment2,ACBBA,5,maximum_cumulative_robot_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,13.259468,13.1323,5.947973372071656,22.707349999999995,1.6322,29.2389
experiment2,ACBBA,5,allocator_calls_total,scenario_trial,50,50,0,0,1.0,50,123.34,116.5,53.07507582160753,227.39999999999992,15.0,257.0
experiment2,ACBBA,5,maximum_robot_allocator_calls,scenario_trial,50,50,0,0,1.0,50,52.42,52.0,19.169586881946355,83.0,5.0,95.0
experiment2,ACBBA,5,median_of_robot_call_medians_ms,scenario_trial,50,50,0,0,1.0,50,0.252169,0.2329125,0.07414378346517402,0.40292625,0.14905000000000002,0.490525
experiment2,ACBBA,5,maximum_robot_call_p95_ms,scenario_trial,50,50,0,0,1.0,50,0.470006,0.45389999999999997,0.12661237552757115,0.7261949999999997,0.2345,0.8153
experiment2,PI,5,cumulative_team_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,63.084874,61.98725,19.510020640987523,91.12804999999999,27.5824,118.5695
experiment2,PI,5,maximum_cumulative_robot_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,27.7437,26.3466,8.513187799274387,41.640005,11.8306,44.4675
experiment2,PI,5,allocator_calls_total,scenario_trial,50,50,0,0,1.0,50,155.68,155.0,51.64614295020155,248.99999999999994,68.0,318.0
experiment2,PI,5,maximum_robot_allocator_calls,scenario_trial,50,50,0,0,1.0,50,66.26,66.5,18.227373449214863,100.74999999999999,30.0,113.0
experiment2,PI,5,median_of_robot_call_medians_ms,scenario_trial,50,50,0,0,1.0,50,0.378143,0.37805,0.06621390411355596,0.48976624999999996,0.26554999999999995,0.581
experiment2,PI,5,maximum_robot_call_p95_ms,scenario_trial,50,50,0,0,1.0,50,0.888576,0.9008499999999999,0.24529848752830394,1.2181,0.5056,1.558
experiment2,HIPC,5,cumulative_team_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,45.432794,45.329,14.733388150096088,69.837675,7.3114,81.8524
experiment2,HIPC,5,maximum_cumulative_robot_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,21.60367,22.48755,6.33497359130652,30.72215,4.0272,36.2383
experiment2,HIPC,5,allocator_calls_total,scenario_trial,50,50,0,0,1.0,50,148.72,140.5,50.85274459311967,241.99999999999994,26.0,265.0
experiment2,HIPC,5,maximum_robot_allocator_calls,scenario_trial,50,50,0,0,1.0,50,65.72,68.0,16.62189360267883,93.1,15.0,96.0
experiment2,HIPC,5,median_of_robot_call_medians_ms,scenario_trial,50,50,0,0,1.0,50,0.292437,0.27205,0.06306694799648892,0.42472624999999997,0.200175,0.4471
experiment2,HIPC,5,maximum_robot_call_p95_ms,scenario_trial,50,50,0,0,1.0,50,0.620386,0.61015,0.15419654964508442,0.8427549999999999,0.3446,1.0585
experiment2,DMCHBA,5,cumulative_team_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,26.999807999999998,25.92015,10.64173850983811,46.906195000000004,5.313,48.0162
experiment2,DMCHBA,5,maximum_cumulative_robot_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,15.042898000000001,14.9003,6.900297606137088,25.122429999999994,1.7163,30.6074
experiment2,DMCHBA,5,allocator_calls_total,scenario_trial,50,50,0,0,1.0,50,69.68,64.5,28.39620555278325,124.04999999999997,14.0,151.0
experiment2,DMCHBA,5,maximum_robot_allocator_calls,scenario_trial,50,50,0,0,1.0,50,34.8,35.0,14.537776266524059,58.099999999999994,4.0,61.0
experiment2,DMCHBA,5,median_of_robot_call_medians_ms,scenario_trial,50,50,0,0,1.0,50,0.228797,0.2228,0.07456507834894074,0.33681874999999994,0.04535,0.490025
experiment2,DMCHBA,5,maximum_robot_call_p95_ms,scenario_trial,50,50,0,0,1.0,50,1.018798,1.041,0.17568958768352827,1.158275,0.642,1.7713
experiment2,DGA,5,cumulative_team_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,9814.332476,9869.22595,4090.094642220187,15689.136714999999,1946.19,18050.8754
experiment2,DGA,5,maximum_cumulative_robot_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,5443.965512,5832.34175,2316.232280487722,9068.820689999999,888.4246,9408.715
experiment2,DGA,5,allocator_calls_total,scenario_trial,50,50,0,0,1.0,50,95.98,93.0,35.1924678861595,147.1,26.0,165.0
experiment2,DGA,5,maximum_robot_allocator_calls,scenario_trial,50,50,0,0,1.0,50,47.84,51.0,16.218356946399236,69.1,11.0,73.0
experiment2,DGA,5,median_of_robot_call_medians_ms,scenario_trial,50,50,0,0,1.0,50,86.97526400000001,92.21912499999999,19.13873320073743,111.53272874999999,30.958325000000002,115.065275
experiment2,DGA,5,maximum_robot_call_p95_ms,scenario_trial,50,50,0,0,1.0,50,157.366846,163.049,20.761784715430455,191.26565,121.5871,195.9725
experiment2,CBAA,10,cumulative_team_allocator_time_ms,scenario_trial,100,100,0,0,1.0,100,13.595343,12.87655,5.059062173686269,22.2702,5.3069,31.2082
experiment2,CBAA,10,maximum_cumulative_robot_allocator_time_ms,scenario_trial,100,100,0,0,1.0,100,5.486554,5.32175,2.1395454690719387,9.31206,1.9839,12.1702
experiment2,CBAA,10,allocator_calls_total,scenario_trial,100,100,0,0,1.0,100,81.07,76.0,26.019516761947223,126.1,36.0,166.0
experiment2,CBAA,10,maximum_robot_allocator_calls,scenario_trial,100,100,0,0,1.0,100,30.35,29.0,10.597669841083277,49.05,11.0,60.0
experiment2,CBAA,10,median_of_robot_call_medians_ms,scenario_trial,100,100,0,0,1.0,100,0.16202149999999998,0.16397499999999998,0.041782000985031,0.21542625,0.045325000000000004,0.28047500000000003
experiment2,CBAA,10,maximum_robot_call_p95_ms,scenario_trial,100,100,0,0,1.0,100,0.375208,0.35905,0.08481499138499257,0.48273999999999995,0.2248,0.812
experiment2,ACBBA,10,cumulative_team_allocator_time_ms,scenario_trial,100,100,0,0,1.0,100,29.866383,27.873350000000002,10.20327178703043,49.0401,13.421,64.8135
experiment2,ACBBA,10,maximum_cumulative_robot_allocator_time_ms,scenario_trial,100,100,0,0,1.0,100,10.752775999999999,10.1127,3.882266112583362,18.000249999999998,4.0955,20.4103
experiment2,ACBBA,10,allocator_calls_total,scenario_trial,100,100,0,0,1.0,100,108.2,105.5,41.48773702230965,188.25,42.0,237.0
experiment2,ACBBA,10,maximum_robot_allocator_calls,scenario_trial,100,100,0,0,1.0,100,40.44,40.0,14.863907883721481,64.1,14.0,78.0
experiment2,ACBBA,10,median_of_robot_call_medians_ms,scenario_trial,100,100,0,0,1.0,100,0.25125,0.2510625,0.05721365879337951,0.337885,0.15,0.386375
experiment2,ACBBA,10,maximum_robot_call_p95_ms,scenario_trial,100,100,0,0,1.0,100,0.6434099999999999,0.6413,0.1728020158061435,0.9160349999999999,0.325,1.0678
experiment2,PI,10,cumulative_team_allocator_time_ms,scenario_trial,100,100,0,0,1.0,100,71.20495700000001,69.49340000000001,24.332657776459893,123.98360499999998,28.5973,133.1829
experiment2,PI,10,maximum_cumulative_robot_allocator_time_ms,scenario_trial,100,100,0,0,1.0,100,29.018443,28.3544,10.469708885249375,48.969665,9.3099,57.0728
experiment2,PI,10,allocator_calls_total,scenario_trial,100,100,0,0,1.0,100,132.22,124.5,47.939477837723004,219.05,42.0,266.0
experiment2,PI,10,maximum_robot_allocator_calls,scenario_trial,100,100,0,0,1.0,100,54.37,53.0,18.89185330273664,89.1,14.0,110.0
experiment2,PI,10,median_of_robot_call_medians_ms,scenario_trial,100,100,0,0,1.0,100,0.47015625,0.47238749999999996,0.052992390150150406,0.55659,0.320825,0.611275
experiment2,PI,10,maximum_robot_call_p95_ms,scenario_trial,100,100,0,0,1.0,100,1.611817,1.6437,0.24710548438905908,1.9531399999999997,0.9843,2.399
experiment2,HIPC,10,cumulative_team_allocator_time_ms,scenario_trial,100,100,0,0,1.0,100,59.242851,59.06655,13.245939953358493,83.87933999999998,33.0507,92.4955
experiment2,HIPC,10,maximum_cumulative_robot_allocator_time_ms,scenario_trial,100,100,0,0,1.0,100,24.347833,24.5895,7.807465776455006,37.620155,10.7349,48.2727
experiment2,HIPC,10,allocator_calls_total,scenario_trial,100,100,0,0,1.0,100,116.36,112.5,34.15783921441724,173.05,51.0,213.0
experiment2,HIPC,10,maximum_robot_allocator_calls,scenario_trial,100,100,0,0,1.0,100,49.35,50.0,14.56325457575963,71.05,20.0,77.0
experiment2,HIPC,10,median_of_robot_call_medians_ms,scenario_trial,100,100,0,0,1.0,100,0.41800550000000003,0.398775,0.12278833416625226,0.6141249999999998,0.2272,0.89405
experiment2,HIPC,10,maximum_robot_call_p95_ms,scenario_trial,100,100,0,0,1.0,100,1.6423949999999998,1.56515,0.3427122868980759,2.320735,0.9331,3.2009
experiment2,DMCHBA,10,cumulative_team_allocator_time_ms,scenario_trial,100,100,0,0,1.0,100,25.154035,24.12995,9.435272381837724,39.601425,8.7114,56.9471
experiment2,DMCHBA,10,maximum_cumulative_robot_allocator_time_ms,scenario_trial,100,100,0,0,1.0,100,11.017676,10.451450000000001,5.277859186119794,19.375519999999984,3.0971,27.9538
experiment2,DMCHBA,10,allocator_calls_total,scenario_trial,100,100,0,0,1.0,100,66.61,65.5,21.606160270074867,105.19999999999999,29.0,131.0
experiment2,DMCHBA,10,maximum_robot_allocator_calls,scenario_trial,100,100,0,0,1.0,100,26.18,26.0,9.78803639989434,40.099999999999994,8.0,57.0
experiment2,DMCHBA,10,median_of_robot_call_medians_ms,scenario_trial,100,100,0,0,1.0,100,0.13834475,0.12515,0.070460591938693,0.25528124999999996,0.032525,0.34457499999999996
experiment2,DMCHBA,10,maximum_robot_call_p95_ms,scenario_trial,100,100,0,0,1.0,100,1.843221,1.8956499999999998,0.32042670518065325,2.223385,1.0748,2.4324
experiment2,DGA,10,cumulative_team_allocator_time_ms,scenario_trial,100,100,0,0,1.0,100,9602.328727,7794.730949999999,6344.061968061624,19857.46495,2357.3717,48359.6195
experiment2,DGA,10,maximum_cumulative_robot_allocator_time_ms,scenario_trial,100,100,0,0,1.0,100,4989.8938880000005,3693.5151,3979.9913487840604,12991.887009999999,766.7112,20733.5819
experiment2,DGA,10,allocator_calls_total,scenario_trial,100,100,0,0,1.0,100,91.76,78.0,105.52630195378025,146.1,37.0,1100.0
experiment2,DGA,10,maximum_robot_allocator_calls,scenario_trial,100,100,0,0,1.0,100,37.95,31.0,31.508977396381123,68.1,11.0,300.0
experiment2,DGA,10,median_of_robot_call_medians_ms,scenario_trial,100,100,0,0,1.0,100,75.0905205,76.817575,41.09005383571629,155.97785,0.058399999999999994,204.517525
experiment2,DGA,10,maximum_robot_call_p95_ms,scenario_trial,100,100,0,0,1.0,100,277.822688,279.05764999999997,39.18625653410933,334.865095,115.9633,375.3623
experiment2,CBAA,25,cumulative_team_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,31.703841999999998,29.5792,11.899888353533715,46.577844999999975,18.3012,98.1016
experiment2,CBAA,25,maximum_cumulative_robot_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,10.288208,9.5739,4.235089413982247,16.381689999999985,5.316,31.0917
experiment2,CBAA,25,allocator_calls_total,scenario_trial,50,50,0,0,1.0,50,111.4,103.5,37.01075409076863,152.89999999999995,78.0,326.0
experiment2,CBAA,25,maximum_robot_allocator_calls,scenario_trial,50,50,0,0,1.0,50,34.92,32.0,13.159678676059794,51.099999999999994,22.0,103.0
experiment2,CBAA,25,median_of_robot_call_medians_ms,scenario_trial,50,50,0,0,1.0,50,0.19903700000000002,0.198,0.0703378414859168,0.31257625,0.06525,0.33475
experiment2,CBAA,25,maximum_robot_call_p95_ms,scenario_trial,50,50,0,0,1.0,50,0.977566,0.8756999999999999,0.6273469295731813,1.2077849999999994,0.5898,5.2217
experiment2,ACBBA,25,cumulative_team_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,97.227398,96.07235,16.909546146065374,125.55653499999998,58.7832,145.7692
experiment2,ACBBA,25,maximum_cumulative_robot_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,30.021729999999998,30.4144,5.465296226198727,39.32084,19.9777,43.6169
experiment2,ACBBA,25,allocator_calls_total,scenario_trial,50,50,0,0,1.0,50,137.34,133.5,33.30662126977402,198.69999999999996,87.0,257.0
experiment2,ACBBA,25,maximum_robot_allocator_calls,scenario_trial,50,50,0,0,1.0,50,45.86,44.0,12.18063032449638,67.74999999999999,26.0,82.0
experiment2,ACBBA,25,median_of_robot_call_medians_ms,scenario_trial,50,50,0,0,1.0,50,0.5105525,0.504625,0.0773845859265953,0.61824,0.392,0.848025
experiment2,ACBBA,25,maximum_robot_call_p95_ms,scenario_trial,50,50,0,0,1.0,50,2.124466,2.10115,0.23831356175922375,2.4733599999999996,1.4921,3.0596
experiment2,PI,25,cumulative_team_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,149.91048,146.50465,23.9184110932758,191.69286999999997,101.0864,214.0925
experiment2,PI,25,maximum_cumulative_robot_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,48.124052,47.01625,10.120069381573085,70.70826999999998,31.0462,74.3249
experiment2,PI,25,allocator_calls_total,scenario_trial,50,50,0,0,1.0,50,143.62,131.0,43.00920167326323,224.84999999999997,87.0,297.0
experiment2,PI,25,maximum_robot_allocator_calls,scenario_trial,50,50,0,0,1.0,50,50.1,47.5,15.92616894117531,79.29999999999998,27.0,106.0
experiment2,PI,25,median_of_robot_call_medians_ms,scenario_trial,50,50,0,0,1.0,50,0.7499030000000001,0.7616875,0.09772216690230336,0.86809375,0.5292250000000001,0.9548000000000001
experiment2,PI,25,maximum_robot_call_p95_ms,scenario_trial,50,50,0,0,1.0,50,4.516932,4.6449,0.8173941370487268,5.670455,2.5302,6.777
experiment2,HIPC,25,cumulative_team_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,278.301722,282.619,35.45326204236513,325.92059,217.8718,401.717
experiment2,HIPC,25,maximum_cumulative_robot_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,80.95348200000001,78.90854999999999,14.292301601021697,99.46297499999999,62.5006,156.0704
experiment2,HIPC,25,allocator_calls_total,scenario_trial,50,50,0,0,1.0,50,134.2,134.5,28.244558804145203,181.84999999999997,94.0,216.0
experiment2,HIPC,25,maximum_robot_allocator_calls,scenario_trial,50,50,0,0,1.0,50,46.0,46.0,11.120857403444894,66.1,27.0,78.0
experiment2,HIPC,25,median_of_robot_call_medians_ms,scenario_trial,50,50,0,0,1.0,50,1.0222795,0.8789625000000001,0.48210175440381325,1.8089025,0.4365,2.02845
experiment2,HIPC,25,maximum_robot_call_p95_ms,scenario_trial,50,50,0,0,1.0,50,8.601952,8.2455,1.7224929012311885,10.769954999999998,6.4518,16.9998
experiment2,DMCHBA,25,cumulative_team_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,104.58188,100.40084999999999,18.50672596235526,138.534015,66.8892,148.6753
experiment2,DMCHBA,25,maximum_cumulative_robot_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,34.66415,33.31115,7.044879458369688,47.432114999999996,22.9827,57.1229
experiment2,DMCHBA,25,allocator_calls_total,scenario_trial,50,50,0,0,1.0,50,121.94,106.0,38.26247162290849,183.39999999999998,69.0,235.0
experiment2,DMCHBA,25,maximum_robot_allocator_calls,scenario_trial,50,50,0,0,1.0,50,41.06,37.0,14.766771855094403,69.19999999999999,19.0,76.0
experiment2,DMCHBA,25,median_of_robot_call_medians_ms,scenario_trial,50,50,0,0,1.0,50,0.119818,0.11935000000000001,0.04396300306821078,0.18468499999999993,0.05545,0.24322500000000002
experiment2,DMCHBA,25,maximum_robot_call_p95_ms,scenario_trial,50,50,0,0,1.0,50,10.422734,10.3414,3.6241247969012167,16.499544999999998,3.2065,18.1093
experiment2,DGA,25,cumulative_team_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,14849.691192,13450.36595,4970.32609700344,23581.403584999996,5820.5771,27615.8867
experiment2,DGA,25,maximum_cumulative_robot_allocator_time_ms,scenario_trial,50,50,0,0,1.0,50,4687.546134,4270.30615,1680.7187175722104,8126.743495,1945.4222,9135.1885
experiment2,DGA,25,allocator_calls_total,scenario_trial,50,50,0,0,1.0,50,100.12,93.5,26.919107848272734,119.55,78.0,252.0
experiment2,DGA,25,maximum_robot_allocator_calls,scenario_trial,50,50,0,0,1.0,50,29.86,25.0,11.714303135875547,47.0,20.0,83.0
experiment2,DGA,25,median_of_robot_call_medians_ms,scenario_trial,50,50,0,0,1.0,50,5.861581,0.177425,18.55265062329546,33.92233374999994,0.1028,113.83125000000001
experiment2,DGA,25,maximum_robot_call_p95_ms,scenario_trial,50,50,0,0,1.0,50,935.781896,960.5998999999999,114.38616265414444,1057.347055,631.3142,1089.2068
experiment2,CBAA,50,cumulative_team_allocator_time_ms,scenario_trial,25,25,0,0,1.0,25,86.97134,87.2509,14.0586951092257,105.11388,64.8377,116.1252
experiment2,CBAA,50,maximum_cumulative_robot_allocator_time_ms,scenario_trial,25,25,0,0,1.0,25,27.0771,25.3062,7.652504319338865,42.608699999999985,18.1626,45.7151
experiment2,CBAA,50,allocator_calls_total,scenario_trial,25,25,0,0,1.0,25,177.44,176.0,26.79253627411933,223.59999999999997,140.0,236.0
experiment2,CBAA,50,maximum_robot_allocator_calls,scenario_trial,25,25,0,0,1.0,25,52.88,51.0,12.6237870704476,78.19999999999997,37.0,89.0
experiment2,CBAA,50,median_of_robot_call_medians_ms,scenario_trial,25,25,0,0,1.0,25,0.268867,0.2672,0.10220480809588493,0.40852999999999995,0.121875,0.42025
experiment2,CBAA,50,maximum_robot_call_p95_ms,scenario_trial,25,25,0,0,1.0,25,1.86928,1.8668,0.20244886597196174,2.2153799999999997,1.5922,2.456
experiment2,ACBBA,50,cumulative_team_allocator_time_ms,scenario_trial,25,25,0,0,1.0,25,258.08234799999997,250.0958,40.56804159043708,320.27464,204.9196,370.6749
experiment2,ACBBA,50,maximum_cumulative_robot_allocator_time_ms,scenario_trial,25,25,0,0,1.0,25,74.028508,71.2,12.280881624158747,93.77335999999998,59.3695,107.4827
experiment2,ACBBA,50,allocator_calls_total,scenario_trial,25,25,0,0,1.0,25,230.0,219.0,55.05830243175562,355.5999999999999,157.0,371.0
experiment2,ACBBA,50,maximum_robot_allocator_calls,scenario_trial,25,25,0,0,1.0,25,70.56,69.0,19.350021533149086,114.39999999999995,46.0,120.0
