experiment,algorithm,task_load,outcome,unit_of_analysis,terminal_jobs,completed_jobs,failed_jobs,timeout_jobs,completion_rate,n,mean,median,std,p95,minimum,maximum
experiment2,HIPC,10,allocator_calls_total,scenario_trial,100,100,0,0,1.0,100,116.36,112.5,34.15783921441724,173.05,51.0,213.0
experiment2,HIPC,10,maximum_robot_allocator_calls,scenario_trial,100,100,0,0,1.0,100,49.35,50.0,14.56325457575963,71.05,20.0,77.0
experiment2,DMCHBA,10,allocator_calls_total,scenario_trial,100,100,0,0,1.0,100,66.61,65.5,21.606160270074867,105.19999999999999,29.0,131.0
experiment2,DMCHBA,10,maximum_robot_allocator_calls,scenario_trial,100,100,0,0,1.0,100,26.18,26.0,9.78803639989434,40.099999999999994,8.0,57.0
experiment2,DGA,10,allocator_calls_total,scenario_trial,100,100,0,0,1.0,100,91.76,78.0,105.52630195378025,146.1,37.0,1100.0
experiment2,DGA,10,maximum_robot_allocator_calls,scenario_trial,100,100,0,0,1.0,100,37.95,31.0,31.508977396381123,68.1,11.0,300.0
experiment2,CBAA,25,allocator_calls_total,scenario_trial,50,50,0,0,1.0,50,111.4,103.5,37.01075409076863,152.89999999999995,78.0,326.0
experiment2,CBAA,25,maximum_robot_allocator_calls,scenario_trial,50,50,0,0,1.0,50,34.92,32.0,13.159678676059794,51.099999999999994,22.0,103.0
experiment2,ACBBA,25,allocator_calls_total,scenario_trial,50,50,0,0,1.0,50,137.34,133.5,33.30662126977402,198.69999999999996,87.0,257.0
experiment2,ACBBA,25,maximum_robot_allocator_calls,scenario_trial,50,50,0,0,1.0,50,45.86,44.0,12.18063032449638,67.74999999999999,26.0,82.0
experiment2,PI,25,allocator_calls_total,scenario_trial,50,50,0,0,1.0,50,143.62,131.0,43.00920167326323,224.84999999999997,87.0,297.0
experiment2,PI,25,maximum_robot_allocator_calls,scenario_trial,50,50,0,0,1.0,50,50.1,47.5,15.92616894117531,79.29999999999998,27.0,106.0
experiment2,HIPC,25,allocator_calls_total,scenario_trial,50,50,0,0,1.0,50,134.2,134.5,28.244558804145203,181.84999999999997,94.0,216.0
experiment2,HIPC,25,maximum_robot_allocator_calls,scenario_trial,50,50,0,0,1.0,50,46.0,46.0,11.120857403444894,66.1,27.0,78.0
experiment2,DMCHBA,25,allocator_calls_total,scenario_trial,50,50,0,0,1.0,50,121.94,106.0,38.26247162290849,183.39999999999998,69.0,235.0
experiment2,DMCHBA,25,maximum_robot_allocator_calls,scenario_trial,50,50,0,0,1.0,50,41.06,37.0,14.766771855094403,69.19999999999999,19.0,76.0
experiment2,DGA,25,allocator_calls_total,scenario_trial,50,50,0,0,1.0,50,100.12,93.5,26.919107848272734,119.55,78.0,252.0
experiment2,DGA,25,maximum_robot_allocator_calls,scenario_trial,50,50,0,0,1.0,50,29.86,25.0,11.714303135875547,47.0,20.0,83.0
experiment2,CBAA,50,allocator_calls_total,scenario_trial,25,25,0,0,1.0,25,177.44,176.0,26.79253627411933,223.59999999999997,140.0,236.0
experiment2,CBAA,50,maximum_robot_allocator_calls,scenario_trial,25,25,0,0,1.0,25,52.88,51.0,12.6237870704476,78.19999999999997,37.0,89.0
experiment2,ACBBA,50,allocator_calls_total,scenario_trial,25,25,0,0,1.0,25,230.0,219.0,55.05830243175562,355.5999999999999,157.0,371.0
experiment2,ACBBA,50,maximum_robot_allocator_calls,scenario_trial,25,25,0,0,1.0,25,70.56,69.0,19.350021533149086,114.39999999999995,46.0,120.0
experiment2,PI,50,allocator_calls_total,scenario_trial,25,25,0,0,1.0,25,221.6,216.0,44.375293426259915,292.5999999999999,151.0,330.0
experiment2,PI,50,maximum_robot_allocator_calls,scenario_trial,25,25,0,0,1.0,25,70.56,70.0,15.332644912082195,93.0,45.0,105.0
experiment2,HIPC,50,allocator_calls_total,scenario_trial,25,25,0,0,1.0,25,192.64,183.0,42.0445002348702,242.0,145.0,328.0
experiment2,HIPC,50,maximum_robot_allocator_calls,scenario_trial,25,25,0,0,1.0,25,60.36,59.0,17.846288129468267,83.6,39.0,114.0
experiment2,DMCHBA,50,allocator_calls_total,scenario_trial,25,25,0,0,1.0,25,189.2,175.0,44.75581898852185,285.7999999999999,138.0,298.0
experiment2,DMCHBA,50,maximum_robot_allocator_calls,scenario_trial,25,25,0,0,1.0,25,58.92,52.0,16.85210174824889,92.59999999999998,37.0,96.0
experiment2,DGA,50,allocator_calls_total,scenario_trial,25,25,0,0,1.0,25,159.04,156.0,16.566733735612058,187.79999999999995,125.0,206.0
experiment2,DGA,50,maximum_robot_allocator_calls,scenario_trial,25,25,0,0,1.0,25,47.0,44.0,12.5,70.0,36.0,90.0
