job_id,experiment,algorithm,task_load,scenario_id,scenario_index,layout_sha256,status,started_utc,elapsed_wall_s,worker_slot,cpu_affinity,worker_console_mode,allocator_implementation,planning_horizon_policy,bundle_length,commitment_horizon,dga_iterations_per_trigger,all_robots_unmoved,maximum_robot_call_time_ms,maximum_robot_call_time_ns,mean_robot_call_time_ms,mean_robot_call_time_ns,robot_count,simulated_time_before_movement_s,team_summed_call_time_ms,team_summed_call_time_ns
experiment1__cbaa__t05_s031,experiment1,CBAA,5,t05_s031,31,7db69299770e8e0c6c4198a514d9e860bdc920a98c83fb63d734fbf75c90ced3,completed,2026-08-31T20:55:45+00:00,0.002316900063306093,0,unsupported,,,,,,,True,0.2567,256700,0.23015,230150.0,4,0.0,0.9206,920600
experiment1__cbaa__t05_s032,experiment1,CBAA,5,t05_s032,32,d9156f46a4520eb458a2041efac6939939a58d7fbdec2766f588aef9844c1c75,completed,2026-08-31T20:55:45+00:00,0.0026505000423640013,5,unsupported,,,,,,,True,0.2697,269700,0.220025,220025.0,4,0.0,0.8801,880100
experiment1__cbaa__t05_s033,experiment1,CBAA,5,t05_s033,33,542ff6742060bcfd4df280b99f69295b0737dbb8c56236b5c7c58a126fb0af49,completed,2026-08-31T20:55:45+00:00,0.003311699954792857,11,unsupported,,,,,,,True,0.5356,535600,0.352375,352375.0,4,0.0,1.4095,1409500
experiment1__cbaa__t05_s034,experiment1,CBAA,5,t05_s034,34,90d90542e23a3df3ed1b3b21ee873b772475b4433b4995375c4ff9a8b0aabdfb,completed,2026-08-31T20:55:45+00:00,0.0014419001527130604,3,unsupported,,,,,,,True,0.195,195000,0.15465,154650.0,4,0.0,0.6186,618600
experiment1__cbaa__t05_s035,experiment1,CBAA,5,t05_s035,35,a028787d589140624ba6a88abd649851061d746fc5fd783e734a81d847b3612f,completed,2026-08-31T20:55:45+00:00,0.0025856001302599907,2,unsupported,,,,,,,True,0.353,353000,0.275275,275275.0,4,0.0,1.1011,1101100
experiment1__cbaa__t05_s036,experiment1,CBAA,5,t05_s036,36,3805e634e7f3ed5cc4bc7bcedfc2d8d13a07328bd6931f75533169e4083a1731,completed,2026-08-31T20:55:47+00:00,0.0030578000005334616,7,unsupported,,,,,,,True,0.4244,424400,0.303275,303275.0,4,0.0,1.2131,1213100
experiment1__cbaa__t05_s037,experiment1,CBAA,5,t05_s037,37,86c17bc66ec30ca467492222d53f92ec758ddeef9ed0069ae91e5c16b5cdcb73,completed,2026-08-31T20:55:47+00:00,0.0034274000208824873,1,unsupported,,,,,,,True,0.2955,295500,0.2588,258800.0,4,0.0,1.0352,1035200
experiment1__cbaa__t05_s038,experiment1,CBAA,5,t05_s038,38,3ed519f946b95df7c66b0ae3dfd8a46c58e8d038ed0ad2bb3696addf4da66dee,completed,2026-08-31T20:55:47+00:00,0.0033319999929517508,8,unsupported,,,,,,,True,0.9597,959700,0.43225,432250.0,4,0.0,1.729,1729000
experiment1__cbaa__t05_s039,experiment1,CBAA,5,t05_s039,39,45036f671d89687f1d96ed23a37387898021e0b38d09a36210c4435e4b2c8b33,completed,2026-08-31T20:55:47+00:00,0.0026446001138538122,6,unsupported,,,,,,,True,0.2919,291900,0.25585,255850.0,4,0.0,1.0234,1023400
experiment1__cbaa__t05_s040,experiment1,CBAA,5,t05_s040,40,a41c9dc5239e2734c4d467f85eb6aecb246e21f0ae03ab97a74f5a08a57b4f99,completed,2026-08-31T20:55:47+00:00,0.0019523000810295343,4,unsupported,,,,,,,True,0.2627,262700,0.2267,226700.0,4,0.0,0.9068,906800
experiment1__cbaa__t05_s041,experiment1,CBAA,5,t05_s041,41,7ca4fa6e05b7217928222e671ff026682e87f35d21feb2f77ee08653146b036d,completed,2026-08-31T20:55:47+00:00,0.019431499997153878,9,unsupported,,,,,,,True,16.0751,16075100,4.41995,4419950.0,4,0.0,17.6798,17679800
experiment1__cbaa__t05_s042,experiment1,CBAA,5,t05_s042,42,8ff4b73ce047dbb1c70234939facaf21db77bf7f8b9b4710b55a7ed08cd0b8a6,completed,2026-08-31T20:55:47+00:00,0.0038856000173836946,10,unsupported,,,,,,,True,0.3357,335700,0.3231,323100.0,4,0.0,1.2924,1292400
experiment1__cbaa__t05_s043,experiment1,CBAA,5,t05_s043,43,0c127cea3fcd6b2d1682085e7cd55b424056e11a46d3d22358b7e877ae617c45,completed,2026-08-31T20:55:47+00:00,0.002724400022998452,0,unsupported,,,,,,,True,0.3239,323900,0.254825,254825.0,4,0.0,1.0193,1019300
experiment1__cbaa__t05_s044,experiment1,CBAA,5,t05_s044,44,f600d21292a92f8bceb3b4d1375386e05c4b43c5a4645cb835c70fcd5adb28b6,completed,2026-08-31T20:55:47+00:00,0.0035252999514341354,5,unsupported,,,,,,,True,0.4636,463600,0.350675,350675.0,4,0.0,1.4027,1402700
experiment1__cbaa__t05_s045,experiment1,CBAA,5,t05_s045,45,00b282d302c364e878c5c5100a890ecf26ec9944d9bb24bf4fdd28973fcc2aae,completed,2026-08-31T20:55:48+00:00,0.0023077998775988817,11,unsupported,,,,,,,True,0.34,340000,0.241625,241625.0,4,0.0,0.9665,966500
experiment1__cbaa__t05_s046,experiment1,CBAA,5,t05_s046,46,ed41fd8b943cfc770374975ff336ef2334413ca470e394fb5ec690804af4c01a,completed,2026-08-31T20:55:47+00:00,0.0027564000338315964,3,unsupported,,,,,,,True,0.3717,371700,0.276175,276175.0,4,0.0,1.1047,1104700
experiment1__cbaa__t05_s047,experiment1,CBAA,5,t05_s047,47,c8a2946b5a59add83cadc7d8aec26908b0ab11b7fd842b6ca590687b5783376d,completed,2026-08-31T20:55:48+00:00,0.0020836000330746174,2,unsupported,,,,,,,True,0.2556,255600,0.228875,228875.0,4,0.0,0.9155,915500
experiment1__cbaa__t05_s048,experiment1,CBAA,5,t05_s048,48,3b3a922bf33026932f4668d817daf773e90b8ba19e89622662ddd6122e0e1fa7,completed,2026-08-31T20:55:49+00:00,0.0024914999958127737,7,unsupported,,,,,,,True,0.3633,363300,0.2829,282900.0,4,0.0,1.1316,1131600
experiment1__cbaa__t05_s049,experiment1,CBAA,5,t05_s049,49,dd989b2264dea950ed1185aa0fd483bf59ef1c145ab9533e54c046ac72d593f0,completed,2026-08-31T20:55:49+00:00,0.00315470015630126,1,unsupported,,,,,,,True,0.4331,433100,0.3782,378200.0,4,0.0,1.5128,1512800
experiment1__cbaa__t05_s050,experiment1,CBAA,5,t05_s050,50,ad62e0262b84febd98b805e6ab711e9c0acf519618365c512d04d44c0177ca56,completed,2026-08-31T20:55:49+00:00,0.003574599977582693,8,unsupported,,,,,,,True,0.4128,412800,0.308625,308625.0,4,0.0,1.2345,1234500
experiment1__cbaa__t05_s051,experiment1,CBAA,5,t05_s051,51,f3fbd21e8161d60fa110c48aeb92d6ad8cf7308d95a66cf5a34d92aae5dadb76,completed,2026-08-31T20:55:49+00:00,0.0026185999158769846,4,unsupported,,,,,,,True,0.5213,521300,0.278875,278875.0,4,0.0,1.1155,1115500
experiment1__cbaa__t05_s052,experiment1,CBAA,5,t05_s052,52,333fca474ec5b8626adb87742b5f4984061f384107969e413877372774f36f5c,completed,2026-08-31T20:55:50+00:00,0.0033193998970091343,6,unsupported,,,,,,,True,0.5272,527200,0.310675,310675.0,4,0.0,1.2427,1242700
experiment1__cbaa__t05_s053,experiment1,CBAA,5,t05_s053,53,5b5e672f9d5cd626d158110eacf2b3cb34d248f30e2bb1937812cffbdd23f2ca,completed,2026-08-31T20:55:50+00:00,0.004241899820044637,0,unsupported,,,,,,,True,1.4799,1479900,0.553625,553625.0,4,0.0,2.2145,2214500
experiment1__cbaa__t05_s054,experiment1,CBAA,5,t05_s054,54,7fddcc9e6d469844987ce753a241c3ec5500a19c00cc3d7f9b183918b98276e1,completed,2026-08-31T20:55:50+00:00,0.0037419998552650213,10,unsupported,,,,,,,True,0.419,419000,0.366525,366525.0,4,0.0,1.4661,1466100
experiment1__cbaa__t05_s055,experiment1,CBAA,5,t05_s055,55,a253468044fce467f8328472a1c8518f5a3da13d97b45488bedbd9c515ff7c63,completed,2026-08-31T20:55:50+00:00,0.002152099972590804,9,unsupported,,,,,,,True,0.2864,286400,0.232275,232275.0,4,0.0,0.9291,929100
experiment1__cbaa__t05_s056,experiment1,CBAA,5,t05_s056,56,1fe75a9c805921165d9a4733614323f90887ce55e18544c78ab86ad553430f2f,completed,2026-08-31T20:55:50+00:00,0.0021582001354545355,5,unsupported,,,,,,,True,0.3125,312500,0.249425,249425.0,4,0.0,0.9977,997700
experiment1__cbaa__t05_s057,experiment1,CBAA,5,t05_s057,57,e1d5d990e468693b84cb5a35339fbe3dc44780f5158ab0ffa5e2ae8c5c405e42,completed,2026-08-31T20:55:50+00:00,0.0026157000102102757,3,unsupported,,,,,,,True,0.3547,354700,0.269075,269075.0,4,0.0,1.0763,1076300
experiment1__cbaa__t05_s058,experiment1,CBAA,5,t05_s058,58,89f9aaf117da07426e0ab9f9c5c056c73da0b4fc342b9eb2b206395d5715d064,completed,2026-08-31T20:55:50+00:00,0.0028736998792737722,2,unsupported,,,,,,,True,0.2758,275800,0.230375,230375.0,4,0.0,0.9215,921500
experiment1__cbaa__t05_s059,experiment1,CBAA,5,t05_s059,59,2f4379a0e2c792d75232d22ece70426d8802787319c08eb72aa56dca8e505915,completed,2026-08-31T20:55:50+00:00,0.0023179000709205866,11,unsupported,,,,,,,True,0.261,261000,0.229725,229725.0,4,0.0,0.9189,918900
experiment1__cbaa__t05_s060,experiment1,CBAA,5,t05_s060,60,44f087acfec6f52ffd4859a0f4082e7a405a4553c7d384430acaa7c8ec14cb40,completed,2026-08-31T20:55:51+00:00,0.0013762000016868114,7,unsupported,,,,,,,True,0.1894,189400,0.150025,150025.0,4,0.0,0.6001,600100
experiment1__cbaa__t05_s061,experiment1,CBAA,5,t05_s061,61,d597b417b4fb3f6b06eb8e2e3955a986aa601a2a8f4907c93ea9dd8e57466cf7,completed,2026-08-31T20:55:51+00:00,0.002940600039437413,1,unsupported,,,,,,,True,0.3819,381900,0.296975,296975.0,4,0.0,1.1879,1187900
experiment1__cbaa__t05_s062,experiment1,CBAA,5,t05_s062,62,388227bea3584712040d25a4f9f882bb846993eec694550f84ce8a6dfd8562e6,completed,2026-08-31T20:55:51+00:00,0.0028520000632852316,4,unsupported,,,,,,,True,0.3555,355500,0.279775,279775.0,4,0.0,1.1191,1119100
experiment1__cbaa__t05_s063,experiment1,CBAA,5,t05_s063,63,f6b8340addec7dcd77177e1cc3983bb46f937d278f2833b81c29194acf2dea71,completed,2026-08-31T20:55:52+00:00,0.002993999980390072,8,unsupported,,,,,,,True,0.3661,366100,0.28245,282450.0,4,0.0,1.1298,1129800
experiment1__cbaa__t05_s064,experiment1,CBAA,5,t05_s064,64,25b52341731d99eef050a012585a0eca672ac3b755e64ba4e260a0353ebf2bce,completed,2026-08-31T20:55:52+00:00,0.0037780001293867826,10,unsupported,,,,,,,True,0.3507,350700,0.304425,304425.0,4,0.0,1.2177,1217700
experiment1__cbaa__t05_s065,experiment1,CBAA,5,t05_s065,65,1949f274b7fab8b8c11abd087e55d449415d7db7da5f5d7a6216866c30f1e494,completed,2026-08-31T20:55:52+00:00,0.002185399876907468,9,unsupported,,,,,,,True,0.3877,387700,0.201675,201675.0,4,0.0,0.8067,806700
experiment1__cbaa__t05_s066,experiment1,CBAA,5,t05_s066,66,7d021d07c96c30b9f9473a481f4216f6fc57efe4f78f75c3bf1252e55752e55f,completed,2026-08-31T20:55:52+00:00,0.003018300049006939,0,unsupported,,,,,,,True,0.4357,435700,0.332025,332025.0,4,0.0,1.3281,1328100
experiment1__cbaa__t05_s067,experiment1,CBAA,5,t05_s067,67,84427c850f4d7d84deda5c715d62a4b133c2c480ecc94478c33adc576bf2d722,completed,2026-08-31T20:55:52+00:00,0.0027167999651283026,6,unsupported,,,,,,,True,0.3445,344500,0.2845,284500.0,4,0.0,1.138,1138000
experiment1__cbaa__t05_s068,experiment1,CBAA,5,t05_s068,68,cc40f9dcfef4c7d4191602ac1b14c22b08795b32062ffbdad49925ff9d7a2552,completed,2026-08-31T20:55:52+00:00,0.0014992000069469213,5,unsupported,,,,,,,True,0.1898,189800,0.154125,154125.0,4,0.0,0.6165,616500
experiment1__cbaa__t05_s069,experiment1,CBAA,5,t05_s069,69,310fef02636625b84f61bac05b274b724e1855935200be04f43af87058ae65ce,completed,2026-08-31T20:55:52+00:00,0.0017989999614655972,3,unsupported,,,,,,,True,0.2274,227400,0.178925,178925.0,4,0.0,0.7157,715700
experiment1__cbaa__t05_s070,experiment1,CBAA,5,t05_s070,70,bce7998c03feedbe0d97769ae0371a5572b73c4f3483f915513a3fe5a0ee63a7,completed,2026-08-31T20:55:52+00:00,0.004615300102159381,2,unsupported,,,,,,,True,0.4529,452900,0.352675,352675.0,4,0.0,1.4107,1410700
experiment1__cbaa__t05_s071,experiment1,CBAA,5,t05_s071,71,c3a0ce8094e5e2a14309d1252c75d400e1e552d4ea133a1f78714fc368a524af,completed,2026-08-31T20:55:52+00:00,0.002900300081819296,11,unsupported,,,,,,,True,0.3579,357900,0.2871,287100.0,4,0.0,1.1484,1148400
experiment1__cbaa__t05_s072,experiment1,CBAA,5,t05_s072,72,fb7cd308005d51a382a30f53679dfad3a84b492faa1ec06fecf15f69c6b81082,completed,2026-08-31T20:55:54+00:00,0.002812199993059039,7,unsupported,,,,,,,True,0.3204,320400,0.286075,286075.0,4,0.0,1.1443,1144300
experiment1__cbaa__t05_s073,experiment1,CBAA,5,t05_s073,73,b5ce21e37ce210ec4269036055585c3053a8810df558cbfcb02c594856e801a3,completed,2026-08-31T20:55:54+00:00,0.004586399998515844,1,unsupported,,,,,,,True,1.5884,1588400,0.607975,607975.0,4,0.0,2.4319,2431900
experiment1__cbaa__t05_s074,experiment1,CBAA,5,t05_s074,74,b5e2189ada2e196a56d63503f34433737116cd2b1b8fc82ef6aaae4d9435f961,completed,2026-08-31T20:55:54+00:00,0.005974599858745933,4,unsupported,,,,,,,True,0.3814,381400,0.311125,311125.0,4,0.0,1.2445,1244500
experiment1__cbaa__t05_s075,experiment1,CBAA,5,t05_s075,75,74c65e8a19614ff0a0e72de6127d668a385f16d7234cf3943f86f3bda02259fd,completed,2026-08-31T20:55:54+00:00,0.004442400066182017,8,unsupported,,,,,,,True,0.8619,861900,0.476025,476025.0,4,0.0,1.9041,1904100
experiment1__cbaa__t05_s076,experiment1,CBAA,5,t05_s076,76,aa8e7676bc6f88b554271da7bd22f1b31d4f2406a0e177f37847cff26d5d431a,completed,2026-08-31T20:55:54+00:00,0.016736599849537015,10,unsupported,,,,,,,True,0.4309,430900,0.362275,362275.0,4,0.0,1.4491,1449100
experiment1__cbaa__t05_s077,experiment1,CBAA,5,t05_s077,77,8c4062702644cb66a4f4d4ef73f59ee7ce92f71ed38b56c3902ade8f1aca1f48,completed,2026-08-31T20:55:54+00:00,0.0033503000158816576,0,unsupported,,,,,,,True,0.3817,381700,0.309875,309875.0,4,0.0,1.2395,1239500
experiment1__cbaa__t05_s078,experiment1,CBAA,5,t05_s078,78,aed13fefc1c5d8de2779ec3397131655bf88568e7db7b232c7afa9cfd5c3b884,completed,2026-08-31T20:55:54+00:00,0.005841200007125735,9,unsupported,,,,,,,True,0.4515,451500,0.39805,398050.0,4,0.0,1.5922,1592200
experiment1__cbaa__t05_s079,experiment1,CBAA,5,t05_s079,79,7567be6df2019c5094295c79a23bb718b4f094e3eda10e221cad0734364b51cd,completed,2026-08-31T20:55:54+00:00,0.0038049002178013325,6,unsupported,,,,,,,True,0.4138,413800,0.360425,360425.0,4,0.0,1.4417,1441700
experiment1__cbaa__t05_s080,experiment1,CBAA,5,t05_s080,80,350842b76557e1c0c7664cc6b1e44aaee4e49f741e70048820fdf59ddc539926,completed,2026-08-31T20:55:55+00:00,0.0022427998483181,5,unsupported,,,,,,,True,0.3695,369500,0.222975,222975.0,4,0.0,0.8919,891900
experiment1__cbaa__t05_s081,experiment1,CBAA,5,t05_s081,81,5738a9fe283497ac6d052f88dfe8895c82958271700216268a049ecb0c73e286,completed,2026-08-31T20:55:55+00:00,0.0021927000489085913,3,unsupported,,,,,,,True,0.2753,275300,0.179575,179575.0,4,0.0,0.7183,718300
experiment1__cbaa__t05_s082,experiment1,CBAA,5,t05_s082,82,8876f1a9c1a32092b7c22afd10f17aab5c5d3f0bc1dcc767f61c658f263fedb4,completed,2026-08-31T20:55:54+00:00,0.003089900128543377,2,unsupported,,,,,,,True,0.3733,373300,0.28495,284950.0,4,0.0,1.1398,1139800
experiment1__cbaa__t05_s083,experiment1,CBAA,5,t05_s083,83,34d209bb922823c1c8c5d4ea3d732d174cba8b44d38d39bc8a65cb1fa5ba2c3e,completed,2026-08-31T20:55:55+00:00,0.003099599853157997,11,unsupported,,,,,,,True,0.5983,598300,0.3025,302500.0,4,0.0,1.21,1210000
experiment1__cbaa__t05_s084,experiment1,CBAA,5,t05_s084,84,de2d0425f9f55cc70a5e093969db330828b86020ad94c81e3a2a23909d1da906,completed,2026-08-31T20:55:56+00:00,0.002505199983716011,7,unsupported,,,,,,,True,0.3461,346100,0.281,281000.0,4,0.0,1.124,1124000
experiment1__cbaa__t05_s085,experiment1,CBAA,5,t05_s085,85,4176e65745a43382a5a58d2d83794fe46cbb461762b78b322a44279ae33b417d,completed,2026-08-31T20:55:56+00:00,0.002540899906307459,1,unsupported,,,,,,,True,0.3081,308100,0.2618,261800.0,4,0.0,1.0472,1047200
