job_id,experiment,algorithm,task_load,scenario_id,scenario_index,layout_sha256,status,started_utc,elapsed_wall_s,worker_slot,cpu_affinity,worker_console_mode,allocator_implementation,planning_horizon_policy,bundle_length,commitment_horizon,dga_iterations_per_trigger,allocator_calls,allocator_time_max_ms,allocator_time_max_ns,allocator_time_median_ms,allocator_time_median_ns,allocator_time_p95_ms,allocator_time_p95_ns,allocator_time_total_ms,allocator_time_total_ns,robot_id,targets_completed,total_steps
experiment2__cbaa__t05_s002,experiment2,CBAA,5,t05_s002,2,d296499cde18dcd3e6b626aa74d192ebfd2441bbc51b00b9115ccb0be5dd9459,completed,2026-08-31T21:08:07+00:00,0.044444600120186806,4,unsupported,,,,,,,24,0.2306,230600,0.1881,188100.0,0.2293,229300.0,3.9235,3923500,02,0,14
experiment2__cbaa__t05_s002,experiment2,CBAA,5,t05_s002,2,d296499cde18dcd3e6b626aa74d192ebfd2441bbc51b00b9115ccb0be5dd9459,completed,2026-08-31T21:08:07+00:00,0.044444600120186806,4,unsupported,,,,,,,5,0.2794,279400,0.1516,151600,0.2794,279400.0,0.6956,695600,03,3,20
experiment2__cbaa__t05_s003,experiment2,CBAA,5,t05_s003,3,b03765dbeaaf81216591e6feb54caad0b191422e20d1474162f6f26655830c0e,completed,2026-08-31T21:08:07+00:00,0.04105600016191602,2,unsupported,,,,,,,49,0.2857,285700,0.11,110000,0.2684,268400.0,6.5294,6529400,00,1,7
experiment2__cbaa__t05_s003,experiment2,CBAA,5,t05_s003,3,b03765dbeaaf81216591e6feb54caad0b191422e20d1474162f6f26655830c0e,completed,2026-08-31T21:08:07+00:00,0.04105600016191602,2,unsupported,,,,,,,37,0.2795,279500,0.1104,110400,0.265,265000.0,4.3199,4319900,01,0,11
experiment2__cbaa__t05_s003,experiment2,CBAA,5,t05_s003,3,b03765dbeaaf81216591e6feb54caad0b191422e20d1474162f6f26655830c0e,completed,2026-08-31T21:08:07+00:00,0.04105600016191602,2,unsupported,,,,,,,7,0.2316,231600,0.1724,172400,0.2316,231600.0,1.025,1025000,02,2,21
experiment2__cbaa__t05_s003,experiment2,CBAA,5,t05_s003,3,b03765dbeaaf81216591e6feb54caad0b191422e20d1474162f6f26655830c0e,completed,2026-08-31T21:08:07+00:00,0.04105600016191602,2,unsupported,,,,,,,12,0.3047,304700,0.10885,108850.0,0.3047,304700.0,1.6447,1644700,03,2,19
experiment2__cbaa__t05_s004,experiment2,CBAA,5,t05_s004,4,b4874d10988b02accd5bf70bb403aafc35b828b0569b80d52239388a5266ada6,completed,2026-08-31T21:08:07+00:00,0.09000269998796284,6,unsupported,,,,,,,27,0.504,504000,0.3446,344600,0.3852,385200.0,8.9414,8941400,00,0,14
experiment2__cbaa__t05_s004,experiment2,CBAA,5,t05_s004,4,b4874d10988b02accd5bf70bb403aafc35b828b0569b80d52239388a5266ada6,completed,2026-08-31T21:08:07+00:00,0.09000269998796284,6,unsupported,,,,,,,6,0.3753,375300,0.05515,55150.0,0.3753,375300.0,0.8697,869700,01,1,21
experiment2__cbaa__t05_s004,experiment2,CBAA,5,t05_s004,4,b4874d10988b02accd5bf70bb403aafc35b828b0569b80d52239388a5266ada6,completed,2026-08-31T21:08:07+00:00,0.09000269998796284,6,unsupported,,,,,,,13,0.4832,483200,0.3306,330600,0.4832,483200.0,4.1867,4186700,02,2,17
experiment2__cbaa__t05_s004,experiment2,CBAA,5,t05_s004,4,b4874d10988b02accd5bf70bb403aafc35b828b0569b80d52239388a5266ada6,completed,2026-08-31T21:08:07+00:00,0.09000269998796284,6,unsupported,,,,,,,21,0.4618,461800,0.3437,343700,0.4428,442800.0,7.2436,7243600,03,2,16
experiment2__cbaa__t05_s005,experiment2,CBAA,5,t05_s005,5,fcd75fcf31dec956cacf4aba7f2bfed1a9029bcdb7875da3956888fdb16f1a02,completed,2026-08-31T21:08:07+00:00,0.05996380001306534,10,unsupported,,,,,,,48,0.3467,346700,0.2455,245500.0,0.3261,326100.0,11.1338,11133800,00,0,6
experiment2__cbaa__t05_s005,experiment2,CBAA,5,t05_s005,5,fcd75fcf31dec956cacf4aba7f2bfed1a9029bcdb7875da3956888fdb16f1a02,completed,2026-08-31T21:08:07+00:00,0.05996380001306534,10,unsupported,,,,,,,6,0.3264,326400,0.15065,150650.0,0.3264,326400.0,1.0075,1007500,01,2,19
experiment2__cbaa__t05_s005,experiment2,CBAA,5,t05_s005,5,fcd75fcf31dec956cacf4aba7f2bfed1a9029bcdb7875da3956888fdb16f1a02,completed,2026-08-31T21:08:07+00:00,0.05996380001306534,10,unsupported,,,,,,,29,0.3418,341800,0.2042,204200,0.3123,312300.0,5.9015,5901500,02,1,11
experiment2__cbaa__t05_s005,experiment2,CBAA,5,t05_s005,5,fcd75fcf31dec956cacf4aba7f2bfed1a9029bcdb7875da3956888fdb16f1a02,completed,2026-08-31T21:08:07+00:00,0.05996380001306534,10,unsupported,,,,,,,33,0.3405,340500,0.2427,242700,0.327,327000.0,7.6409,7640900,03,2,9
experiment2__cbaa__t05_s006,experiment2,CBAA,5,t05_s006,6,eb8b23e0bad16c0341777ae1f26fb80d19785f08cfa355af48fb8099bfb416d5,completed,2026-08-31T21:08:07+00:00,0.05388689995743334,0,unsupported,,,,,,,51,0.326,326000,0.2109,210900,0.2956,295600.0,10.8964,10896400,00,0,4
experiment2__cbaa__t05_s006,experiment2,CBAA,5,t05_s006,6,eb8b23e0bad16c0341777ae1f26fb80d19785f08cfa355af48fb8099bfb416d5,completed,2026-08-31T21:08:07+00:00,0.05388689995743334,0,unsupported,,,,,,,15,0.2783,278300,0.1862,186200,0.2783,278300.0,2.6425,2642500,01,1,14
experiment2__cbaa__t05_s006,experiment2,CBAA,5,t05_s006,6,eb8b23e0bad16c0341777ae1f26fb80d19785f08cfa355af48fb8099bfb416d5,completed,2026-08-31T21:08:07+00:00,0.05388689995743334,0,unsupported,,,,,,,15,0.439,439000,0.1848,184800,0.439,439000.0,2.9668,2966800,02,2,14
experiment2__cbaa__t05_s006,experiment2,CBAA,5,t05_s006,6,eb8b23e0bad16c0341777ae1f26fb80d19785f08cfa355af48fb8099bfb416d5,completed,2026-08-31T21:08:07+00:00,0.05388689995743334,0,unsupported,,,,,,,4,0.2945,294500,0.1354,135400.0,0.2945,294500.0,0.6,600000,03,2,18
experiment2__cbaa__t05_s007,experiment2,CBAA,5,t05_s007,7,e121657faa858dfdd63f18304aaf6697abddcf716ca3ce748fa0cbe1c3daf800,completed,2026-08-31T21:08:07+00:00,0.0405181001406163,9,unsupported,,,,,,,30,0.3685,368500,0.1762,176200.0,0.2706,270600.0,5.3159,5315900,00,0,8
experiment2__cbaa__t05_s007,experiment2,CBAA,5,t05_s007,7,e121657faa858dfdd63f18304aaf6697abddcf716ca3ce748fa0cbe1c3daf800,completed,2026-08-31T21:08:07+00:00,0.0405181001406163,9,unsupported,,,,,,,15,0.2689,268900,0.1766,176600,0.2689,268900.0,2.4123,2412300,01,1,12
experiment2__cbaa__t05_s007,experiment2,CBAA,5,t05_s007,7,e121657faa858dfdd63f18304aaf6697abddcf716ca3ce748fa0cbe1c3daf800,completed,2026-08-31T21:08:07+00:00,0.0405181001406163,9,unsupported,,,,,,,20,0.2675,267500,0.17155,171550.0,0.2073,207300.0,3.428,3428000,02,2,10
experiment2__cbaa__t05_s007,experiment2,CBAA,5,t05_s007,7,e121657faa858dfdd63f18304aaf6697abddcf716ca3ce748fa0cbe1c3daf800,completed,2026-08-31T21:08:07+00:00,0.0405181001406163,9,unsupported,,,,,,,6,0.6172,617200,0.14015,140150.0,0.6172,617200.0,1.2036,1203600,03,2,16
experiment2__cbaa__t05_s008,experiment2,CBAA,5,t05_s008,8,86a474d245e34bb470e5ffdef1e8ab73d7a896c4bd2e8fde9a021a9501bcacde,completed,2026-08-31T21:08:07+00:00,0.05040109995752573,3,unsupported,,,,,,,23,0.3014,301400,0.1871,187100,0.2691,269100.0,4.3366,4336600,00,1,13
experiment2__cbaa__t05_s008,experiment2,CBAA,5,t05_s008,8,86a474d245e34bb470e5ffdef1e8ab73d7a896c4bd2e8fde9a021a9501bcacde,completed,2026-08-31T21:08:07+00:00,0.05040109995752573,3,unsupported,,,,,,,5,0.2551,255100,0.2435,243500,0.2551,255100.0,0.8064,806400,01,3,19
experiment2__cbaa__t05_s008,experiment2,CBAA,5,t05_s008,8,86a474d245e34bb470e5ffdef1e8ab73d7a896c4bd2e8fde9a021a9501bcacde,completed,2026-08-31T21:08:07+00:00,0.05040109995752573,3,unsupported,,,,,,,19,0.263,263000,0.1874,187400,0.263,263000.0,3.3223,3322300,02,1,14
experiment2__cbaa__t05_s008,experiment2,CBAA,5,t05_s008,8,86a474d245e34bb470e5ffdef1e8ab73d7a896c4bd2e8fde9a021a9501bcacde,completed,2026-08-31T21:08:07+00:00,0.05040109995752573,3,unsupported,,,,,,,48,0.3356,335600,0.2274,227400.0,0.2661,266100.0,10.5489,10548900,03,0,6
experiment2__cbaa__t05_s009,experiment2,CBAA,5,t05_s009,9,be346691b7e3ee758238c28580e7f410f362a14e173214e292a97ce95afdce9a,completed,2026-08-31T21:08:07+00:00,0.042983800172805786,5,unsupported,,,,,,,5,0.2504,250400,0.2309,230900,0.2504,250400.0,0.7838,783800,00,3,18
experiment2__cbaa__t05_s009,experiment2,CBAA,5,t05_s009,9,be346691b7e3ee758238c28580e7f410f362a14e173214e292a97ce95afdce9a,completed,2026-08-31T21:08:07+00:00,0.042983800172805786,5,unsupported,,,,,,,27,0.2866,286600,0.1873,187300,0.2613,261300.0,4.6016,4601600,01,0,11
experiment2__cbaa__t05_s009,experiment2,CBAA,5,t05_s009,9,be346691b7e3ee758238c28580e7f410f362a14e173214e292a97ce95afdce9a,completed,2026-08-31T21:08:07+00:00,0.042983800172805786,5,unsupported,,,,,,,50,0.2729,272900,0.205,205000.0,0.2625,262500.0,9.9264,9926400,02,1,3
experiment2__cbaa__t05_s009,experiment2,CBAA,5,t05_s009,9,be346691b7e3ee758238c28580e7f410f362a14e173214e292a97ce95afdce9a,completed,2026-08-31T21:08:07+00:00,0.042983800172805786,5,unsupported,,,,,,,4,0.2389,238900,0.1297,129700.0,0.2389,238900.0,0.5189,518900,03,1,17
experiment2__cbaa__t05_s010,experiment2,CBAA,5,t05_s010,10,6c5e0adc004e720b4912439c8466b5bcbba071a1df734cf54fd3ae7dbd12c7c7,completed,2026-08-31T21:08:08+00:00,0.05467049987055361,8,unsupported,,,,,,,5,0.26,260000,0.0381,38100,0.26,260000.0,0.5966,596600,00,1,21
experiment2__cbaa__t05_s010,experiment2,CBAA,5,t05_s010,10,6c5e0adc004e720b4912439c8466b5bcbba071a1df734cf54fd3ae7dbd12c7c7,completed,2026-08-31T21:08:08+00:00,0.05467049987055361,8,unsupported,,,,,,,11,0.2717,271700,0.2115,211500,0.2717,271700.0,2.3302,2330200,01,4,18
experiment2__cbaa__t05_s010,experiment2,CBAA,5,t05_s010,10,6c5e0adc004e720b4912439c8466b5bcbba071a1df734cf54fd3ae7dbd12c7c7,completed,2026-08-31T21:08:08+00:00,0.05467049987055361,8,unsupported,,,,,,,29,0.2556,255600,0.162,162000,0.2445,244500.0,4.6949,4694900,02,0,13
experiment2__cbaa__t05_s010,experiment2,CBAA,5,t05_s010,10,6c5e0adc004e720b4912439c8466b5bcbba071a1df734cf54fd3ae7dbd12c7c7,completed,2026-08-31T21:08:08+00:00,0.05467049987055361,8,unsupported,,,,,,,43,0.3785,378500,0.1743,174300,0.2625,262500.0,7.8202,7820200,03,0,9
experiment2__cbaa__t05_s011,experiment2,CBAA,5,t05_s011,11,88061883cab814bc2bf62197492d34840e000904dfdae4c9c75b015e0df9fc3a,completed,2026-08-31T21:08:08+00:00,0.04465749999508262,11,unsupported,,,,,,,29,0.2555,255500,0.1675,167500,0.1878,187800.0,4.797,4797000,00,1,10
experiment2__cbaa__t05_s011,experiment2,CBAA,5,t05_s011,11,88061883cab814bc2bf62197492d34840e000904dfdae4c9c75b015e0df9fc3a,completed,2026-08-31T21:08:08+00:00,0.04465749999508262,11,unsupported,,,,,,,4,0.3447,344700,0.24795,247950.0,0.3447,344700.0,0.8668,866800,01,3,18
experiment2__cbaa__t05_s011,experiment2,CBAA,5,t05_s011,11,88061883cab814bc2bf62197492d34840e000904dfdae4c9c75b015e0df9fc3a,completed,2026-08-31T21:08:08+00:00,0.04465749999508262,11,unsupported,,,,,,,43,0.2645,264500,0.1805,180500,0.2224,222400.0,7.524,7524000,02,0,6
experiment2__cbaa__t05_s011,experiment2,CBAA,5,t05_s011,11,88061883cab814bc2bf62197492d34840e000904dfdae4c9c75b015e0df9fc3a,completed,2026-08-31T21:08:08+00:00,0.04465749999508262,11,unsupported,,,,,,,45,0.2645,264500,0.1846,184600,0.2215,221500.0,8.2571,8257100,03,1,5
experiment2__cbaa__t05_s012,experiment2,CBAA,5,t05_s012,12,7131df590537a8e7a68384858d8ed8a21350e3a39f194e62db0d475d1bc4a815,completed,2026-08-31T21:08:15+00:00,0.050517900148406625,1,unsupported,,,,,,,5,0.1966,196600,0.1321,132100,0.1966,196600.0,0.5526,552600,00,2,24
experiment2__cbaa__t05_s012,experiment2,CBAA,5,t05_s012,12,7131df590537a8e7a68384858d8ed8a21350e3a39f194e62db0d475d1bc4a815,completed,2026-08-31T21:08:15+00:00,0.050517900148406625,1,unsupported,,,,,,,33,0.187,187000,0.1561,156100,0.1868,186800.0,4.6759,4675900,01,2,15
experiment2__cbaa__t05_s012,experiment2,CBAA,5,t05_s012,12,7131df590537a8e7a68384858d8ed8a21350e3a39f194e62db0d475d1bc4a815,completed,2026-08-31T21:08:15+00:00,0.050517900148406625,1,unsupported,,,,,,,58,0.2163,216300,0.1534,153400.0,0.207,207000.0,8.9524,8952400,02,1,8
experiment2__cbaa__t05_s012,experiment2,CBAA,5,t05_s012,12,7131df590537a8e7a68384858d8ed8a21350e3a39f194e62db0d475d1bc4a815,completed,2026-08-31T21:08:15+00:00,0.050517900148406625,1,unsupported,,,,,,,65,0.2184,218400,0.1636,163600,0.2111,211100.0,10.3573,10357300,03,0,6
experiment2__cbaa__t05_s013,experiment2,CBAA,5,t05_s013,13,71ed43311bfaccb3f8030f43d5a656c03248d4a16ce90908e5f376e89fb6785c,completed,2026-08-31T21:08:15+00:00,0.05258039990440011,7,unsupported,,,,,,,17,0.2321,232100,0.1232,123200,0.2321,232100.0,2.2422,2242200,00,1,19
experiment2__cbaa__t05_s013,experiment2,CBAA,5,t05_s013,13,71ed43311bfaccb3f8030f43d5a656c03248d4a16ce90908e5f376e89fb6785c,completed,2026-08-31T21:08:15+00:00,0.05258039990440011,7,unsupported,,,,,,,36,0.2871,287100,0.14085,140850.0,0.2218,221800.0,5.2658,5265800,01,1,13
experiment2__cbaa__t05_s013,experiment2,CBAA,5,t05_s013,13,71ed43311bfaccb3f8030f43d5a656c03248d4a16ce90908e5f376e89fb6785c,completed,2026-08-31T21:08:15+00:00,0.05258039990440011,7,unsupported,,,,,,,5,0.3117,311700,0.1767,176700,0.3117,311700.0,0.7221,722100,02,3,23
experiment2__cbaa__t05_s013,experiment2,CBAA,5,t05_s013,13,71ed43311bfaccb3f8030f43d5a656c03248d4a16ce90908e5f376e89fb6785c,completed,2026-08-31T21:08:15+00:00,0.05258039990440011,7,unsupported,,,,,,,43,0.3307,330700,0.1435,143500,0.2664,266400.0,7.2607,7260700,03,0,11
experiment2__cbaa__t05_s014,experiment2,CBAA,5,t05_s014,14,282682625b472f0223ae6c44fc8fa37c7f17a79e7c05e8147696bc9f68504d5a,completed,2026-08-31T21:08:15+00:00,0.042017600033432245,4,unsupported,,,,,,,51,0.2462,246200,0.1492,149200,0.2284,228400.0,8.677,8677000,00,1,6
experiment2__cbaa__t05_s014,experiment2,CBAA,5,t05_s014,14,282682625b472f0223ae6c44fc8fa37c7f17a79e7c05e8147696bc9f68504d5a,completed,2026-08-31T21:08:15+00:00,0.042017600033432245,4,unsupported,,,,,,,6,0.1586,158600,0.02895,28950.0,0.1586,158600.0,0.3851,385100,01,1,21
experiment2__cbaa__t05_s014,experiment2,CBAA,5,t05_s014,14,282682625b472f0223ae6c44fc8fa37c7f17a79e7c05e8147696bc9f68504d5a,completed,2026-08-31T21:08:15+00:00,0.042017600033432245,4,unsupported,,,,,,,5,0.2418,241800,0.1231,123100,0.2418,241800.0,0.6173,617300,02,2,20
experiment2__cbaa__t05_s014,experiment2,CBAA,5,t05_s014,14,282682625b472f0223ae6c44fc8fa37c7f17a79e7c05e8147696bc9f68504d5a,completed,2026-08-31T21:08:15+00:00,0.042017600033432245,4,unsupported,,,,,,,23,0.239,239000,0.1397,139700,0.22,220000.0,3.5035,3503500,03,1,15
experiment2__cbaa__t05_s015,experiment2,CBAA,5,t05_s015,15,a540d7649ddcb6995905edc96bf36fa81943726a39daad9e4aee77f6e89ee85a,completed,2026-08-31T21:08:15+00:00,0.039787199813872576,2,unsupported,,,,,,,40,0.2355,235500,0.1479,147900.0,0.214,214000.0,5.9824,5982400,00,1,9
experiment2__cbaa__t05_s015,experiment2,CBAA,5,t05_s015,15,a540d7649ddcb6995905edc96bf36fa81943726a39daad9e4aee77f6e89ee85a,completed,2026-08-31T21:08:15+00:00,0.039787199813872576,2,unsupported,,,,,,,5,0.1635,163500,0.0352,35200,0.1635,163500.0,0.4038,403800,01,2,20
experiment2__cbaa__t05_s015,experiment2,CBAA,5,t05_s015,15,a540d7649ddcb6995905edc96bf36fa81943726a39daad9e4aee77f6e89ee85a,completed,2026-08-31T21:08:15+00:00,0.039787199813872576,2,unsupported,,,,,,,17,0.216,216000,0.1134,113400,0.216,216000.0,2.051,2051000,02,1,16
experiment2__cbaa__t05_s015,experiment2,CBAA,5,t05_s015,15,a540d7649ddcb6995905edc96bf36fa81943726a39daad9e4aee77f6e89ee85a,completed,2026-08-31T21:08:15+00:00,0.039787199813872576,2,unsupported,,,,,,,48,0.279,279000,0.16735,167350.0,0.225,225000.0,8.0305,8030500,03,1,6
experiment2__cbaa__t05_s016,experiment2,CBAA,5,t05_s016,16,e919026b13595e08ef7b2946c011a45d445773a1fb86e60f309e9ca1985b6a0c,completed,2026-08-31T21:08:15+00:00,0.04118379997089505,6,unsupported,,,,,,,11,0.2943,294300,0.2334,233400,0.2943,294300.0,2.4237,2423700,00,2,13
experiment2__cbaa__t05_s016,experiment2,CBAA,5,t05_s016,16,e919026b13595e08ef7b2946c011a45d445773a1fb86e60f309e9ca1985b6a0c,completed,2026-08-31T21:08:15+00:00,0.04118379997089505,6,unsupported,,,,,,,5,0.2663,266300,0.0428,42800,0.2663,266300.0,0.5559,555900,01,2,16
experiment2__cbaa__t05_s016,experiment2,CBAA,5,t05_s016,16,e919026b13595e08ef7b2946c011a45d445773a1fb86e60f309e9ca1985b6a0c,completed,2026-08-31T21:08:15+00:00,0.04118379997089505,6,unsupported,,,,,,,18,0.3145,314500,0.2313,231300.0,0.3145,314500.0,3.9016,3901600,02,1,11
experiment2__cbaa__t05_s016,experiment2,CBAA,5,t05_s016,16,e919026b13595e08ef7b2946c011a45d445773a1fb86e60f309e9ca1985b6a0c,completed,2026-08-31T21:08:15+00:00,0.04118379997089505,6,unsupported,,,,,,,20,0.3175,317500,0.2415,241500.0,0.311,311000.0,4.6503,4650300,03,0,11
experiment2__cbaa__t05_s017,experiment2,CBAA,5,t05_s017,17,210a15855dcf4c91b849dc65c1f152020a0a72eb4be6edae2bf23d612b0111a9,completed,2026-08-31T21:08:15+00:00,0.04923489992506802,10,unsupported,,,,,,,6,0.3164,316400,0.1705,170500.0,0.3164,316400.0,1.0171,1017100,00,2,15
experiment2__cbaa__t05_s017,experiment2,CBAA,5,t05_s017,17,210a15855dcf4c91b849dc65c1f152020a0a72eb4be6edae2bf23d612b0111a9,completed,2026-08-31T21:08:15+00:00,0.04923489992506802,10,unsupported,,,,,,,36,0.4034,403400,0.3282,328200.0,0.3981,398100.0,10.3697,10369700,01,2,6
experiment2__cbaa__t05_s017,experiment2,CBAA,5,t05_s017,17,210a15855dcf4c91b849dc65c1f152020a0a72eb4be6edae2bf23d612b0111a9,completed,2026-08-31T21:08:15+00:00,0.04923489992506802,10,unsupported,,,,,,,6,0.184,184000,0.04205,42050.0,0.184,184000.0,0.4669,466900,02,1,16
experiment2__cbaa__t05_s017,experiment2,CBAA,5,t05_s017,17,210a15855dcf4c91b849dc65c1f152020a0a72eb4be6edae2bf23d612b0111a9,completed,2026-08-31T21:08:15+00:00,0.04923489992506802,10,unsupported,,,,,,,38,0.4603,460300,0.30345,303450.0,0.4099,409900.0,10.465,10465000,03,0,6
experiment2__cbaa__t05_s018,experiment2,CBAA,5,t05_s018,18,95be509ecd2f0fe2a78a358b95c987dfd878496a20dbcde09697c2e349fc59d1,completed,2026-08-31T21:08:15+00:00,0.04382620006799698,0,unsupported,,,,,,,14,0.3729,372900,0.30035,300350.0,0.3729,372900.0,3.8355,3835500,00,1,9
experiment2__cbaa__t05_s018,experiment2,CBAA,5,t05_s018,18,95be509ecd2f0fe2a78a358b95c987dfd878496a20dbcde09697c2e349fc59d1,completed,2026-08-31T21:08:15+00:00,0.04382620006799698,0,unsupported,,,,,,,7,0.4443,444300,0.2996,299600,0.4443,444300.0,1.5991,1599100,01,1,12
experiment2__cbaa__t05_s018,experiment2,CBAA,5,t05_s018,18,95be509ecd2f0fe2a78a358b95c987dfd878496a20dbcde09697c2e349fc59d1,completed,2026-08-31T21:08:15+00:00,0.04382620006799698,0,unsupported,,,,,,,12,0.4048,404800,0.22175,221750.0,0.4048,404800.0,2.7367,2736700,02,1,10
experiment2__cbaa__t05_s018,experiment2,CBAA,5,t05_s018,18,95be509ecd2f0fe2a78a358b95c987dfd878496a20dbcde09697c2e349fc59d1,completed,2026-08-31T21:08:15+00:00,0.04382620006799698,0,unsupported,,,,,,,5,0.3633,363300,0.0663,66300,0.3633,363300.0,0.7901,790100,03,2,13
experiment2__cbaa__t05_s019,experiment2,CBAA,5,t05_s019,19,7bc9be352898a3fa614e72fbfbd15d136f5a642cec4bc9b59d735ab1e6c888ba,completed,2026-08-31T21:08:16+00:00,0.0474354000762105,9,unsupported,,,,,,,32,0.2843,284300,0.1487,148700.0,0.2366,236600.0,4.9681,4968100,00,1,11
experiment2__cbaa__t05_s019,experiment2,CBAA,5,t05_s019,19,7bc9be352898a3fa614e72fbfbd15d136f5a642cec4bc9b59d735ab1e6c888ba,completed,2026-08-31T21:08:16+00:00,0.0474354000762105,9,unsupported,,,,,,,5,0.3035,303500,0.1628,162800,0.3035,303500.0,0.7668,766800,01,3,20
experiment2__cbaa__t05_s019,experiment2,CBAA,5,t05_s019,19,7bc9be352898a3fa614e72fbfbd15d136f5a642cec4bc9b59d735ab1e6c888ba,completed,2026-08-31T21:08:16+00:00,0.0474354000762105,9,unsupported,,,,,,,32,0.2418,241800,0.1502,150200.0,0.2327,232700.0,5.0612,5061200,02,1,11
experiment2__cbaa__t05_s019,experiment2,CBAA,5,t05_s019,19,7bc9be352898a3fa614e72fbfbd15d136f5a642cec4bc9b59d735ab1e6c888ba,completed,2026-08-31T21:08:16+00:00,0.0474354000762105,9,unsupported,,,,,,,37,0.2762,276200,0.1455,145500,0.2745,274500.0,6.1875,6187500,03,0,10
experiment2__cbaa__t05_s020,experiment2,CBAA,5,t05_s020,20,03dfeee7ff2f144e0015a8169a9460c0b2a1f44e7df7ddcf27c9fa52653c5917,completed,2026-08-31T21:08:16+00:00,0.0677008000202477,3,unsupported,,,,,,,45,0.4206,420600,0.2614,261400,0.2983,298300.0,10.9715,10971500,00,0,7
experiment2__cbaa__t05_s020,experiment2,CBAA,5,t05_s020,20,03dfeee7ff2f144e0015a8169a9460c0b2a1f44e7df7ddcf27c9fa52653c5917,completed,2026-08-31T21:08:16+00:00,0.0677008000202477,3,unsupported,,,,,,,34,0.3137,313700,0.26265,262650.0,0.3042,304200.0,8.3565,8356500,01,2,10
