mission,scenario,comm_model,comm_label,degradation_pct,metric,algorithm,attempted_trial_n,six_way_paired_n,eligible_n,mean,median,sd,ci95_low,ci95_high,source_column,scope,ci_method,panel_model
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_40_rho_0_8,40,post_clue_steps_to_find,HIPC,500,384,384,207.53125,152,179.269926626552,189.544011952254,225.518488047746,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_40_rho_0_8,40,post_clue_steps_to_find,DMCHBA,500,384,384,170.440104166667,141.5,138.435954052412,156.549986026021,184.330222307312,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_40_rho_0_8,40,post_clue_steps_to_find,DGA,500,384,384,190.2578125,138,166.020426222618,173.599977114841,206.915647885159,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,post_clue_steps_to_find,CBAA,500,386,386,208.10621761658,165,177.753050972612,190.317734591018,225.894700642143,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,post_clue_steps_to_find,ACBBA,500,386,386,203.917098445596,154,185.074385516787,185.39593919,222.438257701191,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,post_clue_steps_to_find,PI,500,386,386,217.002590673575,159,198.144241029133,197.173476917869,236.831704429281,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,post_clue_steps_to_find,HIPC,500,386,386,219.435233160622,160,202.810159334847,199.139181661087,239.731284660156,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,post_clue_steps_to_find,DMCHBA,500,386,386,170.518134715026,121,154.765162470221,155.030144773441,186.006124656611,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,post_clue_steps_to_find,DGA,500,386,386,202.329015544041,156.5,178.072298282612,184.50858411971,220.149446968373,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,post_clue_steps_to_find,CBAA,500,385,385,202.309090909091,146,186.822374266347,183.588584571743,221.029597246439,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,post_clue_steps_to_find,ACBBA,500,385,385,218.506493506494,135,209.023636981801,197.561313165328,239.451673847659,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,post_clue_steps_to_find,PI,500,385,385,221.405194805195,149,212.790529272202,200.082553620426,242.727835989963,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,post_clue_steps_to_find,HIPC,500,385,385,210.701298701299,144,206.339668950699,190.025064950352,231.377532452245,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,post_clue_steps_to_find,DMCHBA,500,385,385,172.696103896104,131,150.987680962684,157.566407309047,187.825800483161,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,post_clue_steps_to_find,DGA,500,385,385,201.685714285714,162,186.139977090975,183.033587448929,220.3378411225,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,post_clue_steps_to_find,CBAA,500,385,385,185.005194805195,135,173.053655498163,167.664380744905,202.346008865484,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,post_clue_steps_to_find,ACBBA,500,385,385,206.781818181818,131,204.515316719133,186.288393356444,227.275243007192,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,post_clue_steps_to_find,PI,500,385,385,215.348051948052,148,211.393721826609,194.165377631492,236.530726264612,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,post_clue_steps_to_find,HIPC,500,385,385,203.290909090909,131,197.794633989015,183.470929210952,223.110888970866,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,post_clue_steps_to_find,DMCHBA,500,385,385,183.07012987013,130,178.733544598732,165.160163424746,200.980096315514,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,post_clue_steps_to_find,DGA,500,385,385,213.719480519481,178,186.90607116204,194.990587347995,232.448373690966,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,post_clue_steps_to_find,CBAA,500,385,385,133.251948051948,108,107.91627929112,122.438214427665,144.065681676231,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,post_clue_steps_to_find,ACBBA,500,385,385,135.007792207792,106,109.209123939456,124.064509290886,145.951075124698,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,post_clue_steps_to_find,PI,500,385,385,136.753246753247,113,107.104694186459,126.020837885459,147.485655621034,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,post_clue_steps_to_find,HIPC,500,385,385,128.974025974026,109,102.885653309518,118.664385427134,139.283666520918,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,post_clue_steps_to_find,DMCHBA,500,385,385,131.836363636364,116,98.1988932349839,121.996359138266,141.676368134461,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,post_clue_steps_to_find,DGA,500,385,385,153.924675324675,120,125.428004909527,141.35618201647,166.493168632881,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg32_58,70,post_clue_steps_to_find,CBAA,500,385,385,177.776623376623,115,182.799389056994,159.459239633143,196.094007120104,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg32_58,70,post_clue_steps_to_find,ACBBA,500,385,385,176.981818181818,121,170.115362762236,159.935435278396,194.028201085241,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg32_58,70,post_clue_steps_to_find,PI,500,385,385,187.815584415584,139,184.108549746683,169.367016433149,206.26415239802,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg32_58,70,post_clue_steps_to_find,HIPC,500,385,385,185.496103896104,123,189.2237311425,166.534969974427,204.45723781778,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg32_58,70,post_clue_steps_to_find,DMCHBA,500,385,385,176.353246753247,129,172.366599674768,159.081279012604,193.625214493889,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg32_58,70,post_clue_steps_to_find,DGA,500,385,385,216.8,135,217.49343620364,195.006104773205,238.593895226795,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg37_79,60,post_clue_steps_to_find,CBAA,500,386,386,190.567357512953,138,177.937408729044,172.760425044172,208.374289981735,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg37_79,60,post_clue_steps_to_find,ACBBA,500,386,386,184.59067357513,129,172.609275205065,167.316949466096,201.864397684163,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg37_79,60,post_clue_steps_to_find,PI,500,386,386,196.562176165803,141.5,186.185154371928,177.929857676558,215.194494655048,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg37_79,60,post_clue_steps_to_find,HIPC,500,386,386,189.121761658031,124.5,180.712912001775,171.037073096827,207.206450219235,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg37_79,60,post_clue_steps_to_find,DMCHBA,500,386,386,161.002590673575,123,150.424291674379,145.949009627058,176.056171720092,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg37_79,60,post_clue_steps_to_find,DGA,500,386,386,192.313471502591,149,183.456149047237,173.954255863785,210.672687141396,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg42_16,50,post_clue_steps_to_find,CBAA,500,386,386,175.163212435233,127,158.764030713366,159.275039208605,191.051385661862,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg42_16,50,post_clue_steps_to_find,ACBBA,500,386,386,165.512953367876,122,147.154344585798,150.786609451531,180.23929728422,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg42_16,50,post_clue_steps_to_find,PI,500,386,386,180.588082901554,130,161.100303555474,164.466109188422,196.710056614687,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg42_16,50,post_clue_steps_to_find,HIPC,500,386,386,175.284974093264,126,157.065977144107,159.56673211073,191.003216075799,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg42_16,50,post_clue_steps_to_find,DMCHBA,500,386,386,159.829015544041,120.5,147.718464364997,145.046217828104,174.611813259979,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg42_16,50,post_clue_steps_to_find,DGA,500,386,386,185.220207253886,151,163.420645045141,168.866027370583,201.574387137189,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg46_04,40,post_clue_steps_to_find,CBAA,500,385,385,158.680519480519,121,135.83487700966,145.069207206611,172.291831754428,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg46_04,40,post_clue_steps_to_find,ACBBA,500,385,385,149.062337662338,108,126.458537588002,136.390579990781,161.734095333894,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg46_04,40,post_clue_steps_to_find,PI,500,385,385,154.901298701299,121,135.130918862724,141.360526441683,168.442070960914,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg46_04,40,post_clue_steps_to_find,HIPC,500,385,385,166.74025974026,133,143.196179770879,152.391309292478,181.089210188041,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg46_04,40,post_clue_steps_to_find,DMCHBA,500,385,385,142.397402597403,122,112.879547220637,131.086325498638,153.708479696167,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg46_04,40,post_clue_steps_to_find,DGA,500,385,385,171.041558441558,135,146.841142685097,156.327365063946,185.755751819171,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg49_17,30,post_clue_steps_to_find,CBAA,500,386,386,153.878238341969,121,127.665098376111,141.102263904433,166.654212779505,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg49_17,30,post_clue_steps_to_find,ACBBA,500,386,386,140.49481865285,108,121.023883975703,128.383458009475,152.606179296224,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg49_17,30,post_clue_steps_to_find,PI,500,386,386,148.414507772021,113.5,128.042907568472,135.600724405926,161.228291138115,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg49_17,30,post_clue_steps_to_find,HIPC,500,386,386,148.09585492228,116.5,125.061849149306,135.58039840232,160.611311442239,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg49_17,30,post_clue_steps_to_find,DMCHBA,500,386,386,144.411917098446,125,111.67198610659,133.236439555762,155.587394641129,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg49_17,30,post_clue_steps_to_find,DGA,500,386,386,174.075129533679,137,141.794939015829,159.88512350007,188.265135567288,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg52_15,20,post_clue_steps_to_find,CBAA,500,386,386,140.880829015544,105.5,117.469095334864,129.125210774626,152.636447256462,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg52_15,20,post_clue_steps_to_find,ACBBA,500,386,386,131.841968911917,108,105.315473636509,121.302613863656,142.381323960179,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg52_15,20,post_clue_steps_to_find,PI,500,386,386,143.103626943005,113.5,118.298059121889,131.265050867195,154.942203018816,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg52_15,20,post_clue_steps_to_find,HIPC,500,386,386,136.626943005181,112.5,112.022426787487,125.416395414082,147.83749059628,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg52_15,20,post_clue_steps_to_find,DMCHBA,500,386,386,137.466321243523,121,100.984916736361,127.360342936128,147.572299550919,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg52_15,20,post_clue_steps_to_find,DGA,500,386,386,165.220207253886,130,133.603175582286,151.849984869501,178.590429638271,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg56_04,10,post_clue_steps_to_find,CBAA,500,385,385,137.161038961039,111,107.917865367994,126.347146404175,147.974931517903,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg56_04,10,post_clue_steps_to_find,ACBBA,500,385,385,130.727272727273,105,104.566918909869,120.24916122796,141.205384226585,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg56_04,10,post_clue_steps_to_find,PI,500,385,385,142.051948051948,117,113.994688301863,130.629128418275,153.474767685621,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg56_04,10,post_clue_steps_to_find,HIPC,500,385,385,135.732467532468,108,111.065195804788,124.603197229126,146.86173783581,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg56_04,10,post_clue_steps_to_find,DMCHBA,500,385,385,135.849350649351,118,103.801483992303,125.447939434366,146.250761864335,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg56_04,10,post_clue_steps_to_find,DGA,500,385,385,150.807792207792,121,125.27253390757,138.254877846642,163.360706568943,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg59_4,5,post_clue_steps_to_find,CBAA,500,386,386,138.463730569948,115.5,108.163320381342,127.639379718787,149.28808142111,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg59_4,5,post_clue_steps_to_find,ACBBA,500,386,386,129.170984455959,108,99.8583765324855,119.177743686313,139.164225225604,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg59_4,5,post_clue_steps_to_find,PI,500,386,386,136.5,105,110.890896421171,125.402689332847,147.597310667153,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg59_4,5,post_clue_steps_to_find,HIPC,500,386,386,134.334196891192,108.5,109.128589568918,123.413247559923,145.25514622246,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg59_4,5,post_clue_steps_to_find,DMCHBA,500,386,386,132.69170984456,114,101.792918303825,122.504871478286,142.878548210833,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg59_4,5,post_clue_steps_to_find,DGA,500,386,386,147.891191709845,130.5,118.077208177716,136.074717101492,159.707666318197,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
